title,album,year,lyrics,word_count,character_count,roberta_label,roberta_confidence,roberta_compound,model_window_score,theme_valence,calibration_anchor,sentiment_windows,label_distribution,textblob_polarity,textblob_subjectivity,midnight,day,night,sun,moon,dark,light,dawn,dusk,time,forever,never,always,memory,remember,forget,hour,moment,yesterday,tomorrow,tonight,clock,timeless,love,heart,break,tears,smile,happy,sad,cry,pain,angry,mad,hurt,scared,fear,hope,dream,lonely,regret,sorry,shame,trust,betrayal,grace,red,blue,golden,white,black,color,paint,gray,silver,green,purple,pink,gold,blonde,rain,storm,snow,winter,summer,spring,autumn,wind,fire,water,ocean,river,sky,star,earth,sea,lightning,sunshine,cloud,leaf,tree,boy,girl,man,woman,baby,darling,dear,sweet,kiss,dance,touch,hold,leave,stay,wait,lover,friend,enemy,ex,together,apart,promise,roberta_sentiment
I Think He Knows,Lover,2019,"I think he knows
His footprints on the sidewalk
Lead to where I can't stop
Go there every night
I think he knows
His hands around a cold glass
Make me wanna know that
Body like it's mine

He got that boyish look that I like in a man
I am an architect, I'm drawing up the plans
It's like I'm seventeen, nobody understands
No one understands

He got my heartbeat
Skipping down 16th Avenue
I think he knows
He better keep it down
I think he knows
He better keep it down

I think he knows
His hands around a cold glass
Make me wanna know that
Body like it's mine
They ain't gotta know

I think he knows
He better keep it down
I think he knows
He better keep it down

He better keep it down
I think he knows

Lyrical smile, indigo eyes, hand on my thigh
We can follow the sparks, I'll drive
Lyrical smile, indigo eyes, hand on my thigh
We can follow the sparks, I'll drive
So where we gonna go?
I whisper in the dark
Where we gonna go?
I think he knows

I think he knows
His footprints on the sidewalk
Lead to where I can't stop
Go there every night
I think he knows
His hands around a cold glass
Make me wanna know that
Body like it's mine

He got that boyish look that I like in a man
I am an architect, I'm drawing up the plans
He's so obsessed with me and, boy, I understand
Boy, I understand

I think he knows
He better keep it down
I think he knows
He better keep it down

He better keep it down
I think he knows

Lyrical smile, indigo eyes, hand on my thigh
We can follow the sparks, I'll drive
Lyrical smile, indigo eyes, hand on my thigh
We can follow the sparks, I'll drive
So where we gonna go?
I whisper in the dark
Where we gonna go?
I think he knows

I want you, bless my soul
And I ain't gotta tell him
I think he knows
I think he knows

I want you, bless my soul
And I ain't gotta tell him
I think he knows
I think he knows

His hands are in my hair, his clothes are in my room
And his voice is a familiar sound
Nothin' lasts forever
But this is gettin' good now

He better keep it down
I think he knows

Lyrical smile, indigo eyes, hand on my thigh
We can follow the sparks, I'll drive
Lyrical smile, indigo eyes, hand on my thigh
We can follow the sparks, I'll drive
So where we gonna go?
I whisper in the dark
Where we gonna go?
I think he knows

I want you, bless my soul
And I ain't gotta tell him
I think he knows
I think he knows

I want you, bless my soul
And I ain't gotta tell him
I think he knows
I think he knows",501,2435,positive,0.484,0.484,0.5479,0.2681,,"[{'window_index': 0, 'negative': 0.0628, 'neutral': 0.5654, 'positive': 0.3717, 'signed_score': 0.3089, 'weight': 22.2711}, {'window_index': 1, 'negative': 0.0111, 'neutral': 0.1237, 'positive': 0.8651, 'signed_score': 0.854, 'weight': 17.3897}]","{'positive': 2, 'negative': 0, 'mixed': 0}",0.0991,0.4197,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
Miss Americana & The Heartbreak Prince,Lover,2019,"You know I adore you, I'm crazier for you
Than I was at 16, lost in a film scene
Waving homecoming queens, marching band playing
I'm lost in the lights
American glory faded before me
Now I'm feeling hopeless, ripped up my prom dress
Running through rose thorns, I saw the scoreboard
And ran for my life

No cameras catch my muffled cries
I counted days, I counted miles
To see you there, to see you there
It's been a long time coming, but

It's you and me, that's my whole world
They whisper in the hallway, ""She's a bad, bad girl"" (okay)
The whole school is rolling fake dice
You play stupid games, you win stupid prizes
It's you and me, there's nothing like this
Miss Americana and The Heartbreak Prince (okay)
We're so sad, we paint the town blue
Voted most likely to run away with you

My team is losing, battered and bruising
I see the high fives between the bad guys
Leave with my head hung, you are the only one
Who seems to care
American stories burning before me
I'm feeling helpless, the damsels are depressed
Boys will be boys then, where are the wise men?
I'm dying in a

Garden of poison ivy, I'm climbing down
To see you there, to see you there
It's been a long time coming, but

It's you and me, that's my whole world
They whisper in the hallway, ""She's a bad, bad girl"" (okay)
The whole school is rolling fake dice
You play stupid games, you win stupid prizes
It's you and me, there's nothing like this
Miss Americana and The Heartbreak Prince (okay)
We're so sad, we paint the town blue
Voted most likely to run away with you

And I don't want you to (go)
I don't really wanna (fight)
'Cause nobody's gonna (win)
I think you should come home

And I don't want you to (go)
I don't really wanna (fight)
'Cause nobody's gonna (win)
I think you should come home

And I'll be your summer
Just say my name and I'll be there
And I'll be your summer
Just say my name and I'll be there

It's you and me, that's my whole world
They whisper in the hallway, ""She's a bad, bad girl""
The whole school is rolling fake dice
You play stupid games, you win stupid prizes
It's you and me, there's nothing like this
Miss Americana and The Heartbreak Prince
We're so sad, we paint the town blue
Voted most likely to run away with you

And I don't want you to (go)
I don't really wanna (fight)
'Cause nobody's gonna (win)
I think you should come home

And I'll be your summer
Just say my name and I'll be there
And I'll be your summer
Just say my name and I'll be there

It's you and me
There's nothing like this
Miss Americana and The Heartbreak Prince
We're so sad
We paint the town blue
Voted most likely to run away with you",503,2623,mixed,0.1333,-0.1333,-0.1176,-0.35,,"[{'window_index': 0, 'negative': 0.2649, 'neutral': 0.3548, 'positive': 0.3803, 'signed_score': 0.1154, 'weight': 21.8632}, {'window_index': 1, 'negative': 0.4784, 'neutral': 0.4155, 'positive': 0.1061, 'signed_score': -0.3723, 'weight': 20.008}]","{'positive': 0, 'negative': 1, 'mixed': 1}",-0.0233,0.5991,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,mixed
Paper Rings,Lover,2019,"The moon is high
Like your friends were the night that we first met
Went home and tried to stalk you on the internet
Now I've read all of the books beside your bed

The wine is cold
Like the shoulder that I gave you in the street
Cat and mouse for a month or two or three
Now I wake up in the night and watch you breathe

Kiss me once 'cause you know I had a long night (oh)
Kiss me twice 'cause it's gonna be alright (uh)
Three times 'cause I waited my whole life (1, 2, 1, 2, 3, 4)

I like shiny things, but I'd marry you with paper rings
Uh huh, that's right
Darling, you're the one I want, and
I hate accidents except when we went from friends to this
Uh huh, that's right
Darling, you're the one I want
In paper rings, in picture frames, in dirty dreams
Oh, you're the one I want

In the winter, in the icy outdoor pool
When you jumped in first, I went in too
I'm with you even if it makes me blue
Which takes me back
To the color that we painted your brother's wall
Honey, without all the exes, fights, and flaws
We wouldn't be standing here so tall

Kiss you once 'cause I know you had a long night (oh)
Kiss you twice 'cause it's gonna be alright (uh)
Three times 'cause you waited your whole life (1, 2, 1, 2, 3, 4)

I like shiny things, but I'd marry you with paper rings
Uh huh, that's right
Darling, you're the one I want, and
I hate accidents except when we went from friends to this
Uh huh, that's right
Darling, you're the one I want
In paper rings, in picture frames, in dirty dreams
Oh, you're the one I want

I want to drive away with you
I want your complications too
I want your dreary Mondays
Wrap your arms around me, baby boy

Uh huh, that's right
Darling, you're the one I want, and
I hate accidents except when we went from friends to this
Uh huh, that's right
Darling, you're the one I want
In paper rings, in picture frames, in dirty dreams
Oh, you're the one I want

I like shiny things, but I'd marry you with paper rings
Uh huh, that's right
Darling, you're the one I want, and
I hate accidents except when we went from friends to this
Uh huh, that's right
Darling, you're the one I want
In paper rings, in picture frames, in dirty dreams
Oh, you're the one I want

You're the one I want
You're the one I want",448,2239,mixed,0.1153,0.1153,0.1575,-0.0479,,"[{'window_index': 0, 'negative': 0.1328, 'neutral': 0.6926, 'positive': 0.1746, 'signed_score': 0.0418, 'weight': 21.8632}, {'window_index': 1, 'negative': 0.1346, 'neutral': 0.4182, 'positive': 0.4471, 'signed_score': 0.3125, 'weight': 16.3218}]","{'positive': 1, 'negative': 0, 'mixed': 1}",-0.1131,0.559,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,mixed
Cornelia Street,Lover,2019,"We were in the backseat
Drunk on something stronger than the drinks in the bar
""I rent a place on Cornelia Street""
I say casually in the car

We were a fresh page on the desk
Filling in the blanks as we go
As if the street lights pointed in an arrowhead
Leading us home

I hope I never lose you, hope it never ends
I'd never walk Cornelia Street again
Oh, never again
And baby, I get mystified by how this city screams your name
And baby, I'm so terrified of if you ever walk away
I'd never walk Cornelia Street again
I'd never walk Cornelia Street again

Windows swung right open, autumn air
Jacket 'round my shoulders is yours
We bless the rains on Cornelia Street
Memorize the creaks in the floor

Back when we were card sharks, playing games
I thought you were leading me on
I packed my bags, left Cornelia Street
Before you even knew I was gone

But then you called, showed your hand
I turned around before I hit the tunnel
Sat on the roof, you and I

I hope I never lose you, hope it never ends
I'd never walk Cornelia Street again
Oh, never again
And baby, I get mystified by how this city screams your name
And baby, I'm so terrified of if you ever walk away
I'd never walk Cornelia Street again
I'd never walk Cornelia Street again

You hold my hand on the street
Walk me back to that apartment
Years ago, we were just inside
Barefoot in the kitchen
Sacred new beginnings
That became my religion, listen

I hope I never lose you
I'd never walk Cornelia Street again
Oh, never again
And baby, I get mystified by how this city screams your name
And baby, I'm so terrified of if you ever walk away
I'd never walk Cornelia Street again
I'd never walk Cornelia Street again

I'd never walk Cornelia Street again",326,1715,mixed,0.126,0.126,0.1583,0.0,,"[{'window_index': 0, 'negative': 0.0607, 'neutral': 0.7203, 'positive': 0.219, 'signed_score': 0.1583, 'weight': 25.0855}]","{'positive': 0, 'negative': 0, 'mixed': 1}",-0.0478,0.4257,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,mixed
Death By A Thousand Cuts,Lover,2019,"Saying goodbye is death by a thousand cuts
Flashbacks waking me up
I get drunk, but it's not enough
'Cause the morning comes and you're not my baby
I look through the windows of this love
Even though we boarded them up
Chandelier still flickering here
'Cause I can't pretend it's okay when it's not
It's death by a thousand cuts

I dress to kill my time
I take the long way home
I ask the traffic lights if it'll be alright
They say, ""I don't know""
And what once was ours is no one's now
I see you everywhere
The only thing we share is this small town

You said it was a great love
One for the ages
But if the story's over
Why am I still writing pages?

'Cause saying goodbye is death by a thousand cuts
Flashbacks waking me up
I get drunk, but it's not enough
'Cause the morning comes and you're not my baby
I look through the windows of this love
Even though we boarded them up
Chandelier still flickering here
'Cause I can't pretend it's okay when it's not
It's death by a thousand cuts

My heart, my hips, my body, my love
Trying to find a part of me that you didn't touch
Gave up on me like I was a bad drug
Now I'm searching for signs in a haunted club
Our songs, our films, united we stand
Our country, guess it was a lawless land
Quiet my fears with the touch of your hand
Paper cut stings from our paper thin plans

My time, my wine, my spirit, my trust
Trying to find a part of me you didn't take up
Gave you so much, but it wasn't enough
But I'll be alright, it's just a thousand cuts

I get drunk but it's not enough
'Cause you're not my baby
I look through the windows of this love
Even though we boarded them up
Chandelier still flickering here
'Cause I can't pretend it's okay when it's not
No, it's not

'Cause saying goodbye is death by a thousand cuts
Flashbacks waking me up
I get drunk, but it's not enough
'Cause the morning comes and you're not my baby
I look through the windows of this love
Even though we boarded them up
Chandelier still flickering here
'Cause I can't pretend it's okay when it's not
It's death by a thousand cuts

I take the long way home
I ask the traffic lights if it'll be alright
They say, ""I don't know",423,2150,negative,0.4187,-0.4187,-0.4957,-0.1945,,"[{'window_index': 0, 'negative': 0.4708, 'neutral': 0.4685, 'positive': 0.0607, 'signed_score': -0.4101, 'weight': 21.8174}, {'window_index': 1, 'negative': 0.5822, 'neutral': 0.38, 'positive': 0.0378, 'signed_score': -0.5444, 'weight': 11.4891}, {'window_index': 2, 'negative': 0.6141, 'neutral': 0.3531, 'positive': 0.0329, 'signed_score': -0.5812, 'weight': 15.3206}]","{'positive': 0, 'negative': 3, 'mixed': 0}",0.0911,0.6107,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,negative
London Boy,Lover,2019,"We can go driving in, on my scooter
Uh, you know, just riding in London
Oh, yeah

I love my hometown as much as Motown, I love SoCal
And you know I love Springsteen, faded blue jeans, Tennessee whiskey
But something happened, I heard him laughing
I saw the dimples first and then I heard the accent
They say home is where the heart is
But that's not where mine lives

You know I love a London boy
I enjoy walking Camden Market in the afternoon
He likes my American smile
Like a child when our eyes meet
Darling, I fancy you

Took me back to Highgate, met all of his best mates
So I guess all the rumors are true
You know I love a London boy
Boy, I fancy you (oh)

And now I love high tea, stories from Uni
And the West End
You can find me in the pub, we
Are watching rugby with his school friends
Show me a gray sky, a rainy cab ride
Babes, don't threaten me with a good time
They say home is where the heart is
But God, I love the English

You know I love a London boy
I enjoy walking SoHo, drinking in the afternoon
He likes my American smile
Like a child when our eyes meet
Darling, I fancy you

Took me back to Highgate, met all of his best mates
So I guess all the rumors are true
You know I love a London boy
Boy, I fancy you (oh)

So please show me Hackney
Doesn't have to be Louis V up on Bond Street
Just wanna be with you
Wanna be with you
Stick with me, I'm your queen
Like a Tennessee Stella McCartney, on the Heath
Just wanna be with you
Wanna be with you

You know I love a London boy
I enjoy walking Camden Market in the afternoon
He likes my American smile
Like a child when our eyes meet
Darling, I fancy you

Took me back to Highgate, met all of his best mates
So I guess all the rumors are true
You know I love a London boy
Boy, I fancy you (oh)

So please show me Hackney
Doesn't have to be Louis V up on Bond Street
Just wanna be with you
Wanna be with you
Stick with me, I'm your queen
Like a Tennessee Stella McCartney, on the Heath
Just wanna be with you
Wanna be with you

I love my hometown as much as Motown, I love SoCal
And you know I love Springsteen, faded blue jeans, Tennessee whiskey
But something happened, I heard him laughing
I saw the dimples first and then I heard the accent
They say home is where the heart is
But that's not where mine lives

You know I love a London boy
I fancy you",474,2324,positive,0.6656,0.6656,0.7332,0.35,,"[{'window_index': 0, 'negative': 0.0102, 'neutral': 0.2044, 'positive': 0.7853, 'signed_score': 0.7751, 'weight': 21.9089}, {'window_index': 1, 'negative': 0.0247, 'neutral': 0.2758, 'positive': 0.6995, 'signed_score': 0.6749, 'weight': 15.7379}]","{'positive': 2, 'negative': 0, 'mixed': 0}",0.3669,0.3823,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
Soon You'll Get Better,Lover,2019,"(Taylor Swift featuring The Chicks)
The buttons of my coat were tangled in my hair
In doctor's office lighting, I didn't tell you I was scared
That was the first time we were there
Holy orange bottles, each night I pray to you
Desperate people find faith, so now I pray to Jesus too

And I say to you

Soon you'll get better
You'll get better soon
'Cause you have to

I know delusion when I see it in the mirror
You like the nicer nurses, you make the best of a bad deal
I just pretend it isn't real
I'll paint the kitchen neon, I'll brighten up the sky
I know I'll never get it, there's not a day that I won't try

And I say to you

Soon you'll get better
You'll get better soon
'Cause you have to

And I hate to make this all about me
But who am I supposed to talk to?
What am I supposed to do
If there's no you?

This won't go back to normal, if it ever was
It's been years of hoping, and I keep saying it because
'Cause I have to

You'll get better
Soon you'll get better
You'll get better soon
'Cause you have to

You'll get better soon
'Cause you have to",216,1060,negative,0.4978,-0.4978,-0.1994,-0.068,-0.78,"[{'window_index': 0, 'negative': 0.3185, 'neutral': 0.5623, 'positive': 0.1191, 'signed_score': -0.1994, 'weight': 20.3647}]","{'positive': 0, 'negative': 0, 'mixed': 1}",0.2188,0.5094,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negative
False God,Lover,2019,"We were crazy to think
Crazy to think that this could work
Remember how I said I'd die for you?
We were stupid to jump
In the ocean separating us
Remember how I'd fly to you?

And I can't talk to you when you're like this
Staring out the window like I'm not your favorite town
I'm New York City
I still do it for you, babe

They all warned us about times like this
They say the road gets hard and you get lost
When you're led by blind faith
Blind faith

But we might just get away with it
Religion's in your lips
Even if it's a false god
We'd still worship
We might just get away with it
The altar is my hips
Even if it's a false god
We'd still worship this love
We'd still worship this love
We'd still worship this love

I know heaven's a thing
I go there when you touch me, honey
Hell is when I fight with you
But we can patch it up good
Make confessions and we're begging for forgiveness
Got the wine for you

And you can't talk to me when I'm like this
Daring you to leave me just so I can try and scare you
You're the West Village
You still do it for me, babe

They all warned us about times like this
They say the road gets hard and you get lost
When you're led by blind faith
Blind faith

But we might just get away with it
Religion's in your lips
Even if it's a false god
We'd still worship
We might just get away with it
The altar is my hips
Even if it's a false god
We'd still worship this love
We'd still worship this love
We'd still worship this love

They all warned us about times like this
They say the road gets hard and you get lost
When you're led by blind faith
Blind faith

But we might just get away with it
Religion's in your lips
Even if it's a false god
We'd still worship
We might just get away with it
The altar is my hips
Even if it's a false god
We'd still worship this love
We'd still worship this love
We'd still worship this love

(Still worship this love)
(Still worship this love)",388,1913,mixed,0.0559,0.0559,0.0273,0.35,,"[{'window_index': 0, 'negative': 0.2627, 'neutral': 0.5865, 'positive': 0.1508, 'signed_score': -0.1118, 'weight': 22.3383}, {'window_index': 1, 'negative': 0.0101, 'neutral': 0.1431, 'positive': 0.8468, 'signed_score': 0.8367, 'weight': 6.0}, {'window_index': 2, 'negative': 0.2683, 'neutral': 0.5624, 'positive': 0.1693, 'signed_score': -0.099, 'weight': 13.8391}]","{'positive': 1, 'negative': 0, 'mixed': 2}",-0.0194,0.6539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,mixed
You Need To Calm Down,Lover,2019,"You are somebody that I don't know
But you're taking shots at me like it's Patrón
And I'm just like, damn, it's 7 AM
Say it in the street, that's a knock-out
But you say it in a Tweet, that's a cop-out
And I'm just like, ""Hey, are you okay?""

And I ain't trying to mess with your self-expression
But I've learned a lesson that stressin' and obsessin' 'bout somebody else is no fun
And snakes and stones never broke my bones

So oh-oh, oh-oh, oh-oh, oh-oh, oh-oh
You need to calm down, you're being too loud
And I'm just like oh-oh, oh-oh, oh-oh, oh-oh, oh-oh (oh)
You need to just stop, like can you just not step on my gown?
You need to calm down

You are somebody that we don't know
But you're coming at my friends like a missile
Why are you mad when you could be GLAAD? (You could be GLAAD)
Sunshine on the street at the parade
But you would rather be in the dark ages
Makin' that sign must've taken all night

You just need to take several seats and then try to restore the peace
And control your urges to scream about all the people you hate
'Cause shade never made anybody less gay

So oh-oh, oh-oh, oh-oh, oh-oh, oh-oh
You need to calm down, you're being too loud
And I'm just like oh-oh, oh-oh, oh-oh, oh-oh, oh-oh (oh)
You need to just stop, like can you just not step on his gown?
You need to calm down

And we see you over there on the internet
Comparing all the girls who are killing it
But we figured you out
We all know now we all got crowns
You need to calm down

Oh-oh, oh-oh, oh-oh, oh-oh, oh-oh
You need to calm down (you need to calm down)
You're being too loud (you're being too loud)
And I'm just like oh-oh, oh-oh, oh-oh, oh-oh, oh-oh (oh)
You need to just stop (can you stop?)
Like can you just not step on our gowns?
You need to calm down

Oh-oh, oh-oh, oh-oh, oh-oh, oh-oh (oh)
You need to calm down (you need to calm down)
You're being too loud (you're being too loud)
And I'm just like oh-oh, oh-oh, oh-oh, oh-oh, oh-oh (oh)
You need to just stop (can you stop?)
Like can you just not step on our gowns?
You need to calm down",401,2052,mixed,0.0588,-0.0588,-0.0796,0.0475,,"[{'window_index': 0, 'negative': 0.6892, 'neutral': 0.2821, 'positive': 0.0288, 'signed_score': -0.6604, 'weight': 21.4942}, {'window_index': 1, 'negative': 0.1035, 'neutral': 0.4653, 'positive': 0.4311, 'signed_score': 0.3276, 'weight': 15.2315}, {'window_index': 2, 'negative': 0.1447, 'neutral': 0.4536, 'positive': 0.4017, 'signed_score': 0.257, 'weight': 18.6676}]","{'positive': 2, 'negative': 1, 'mixed': 0}",0.0208,0.5338,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mixed
Afterglow,Lover,2019,"I blew things out of proportion, now you're blue
Put you in jail for something you didn't do
I pinned your hands behind your back, oh
Thought I had reason to attack, but no

Fighting with a true love is boxing with no gloves
Chemistry 'til it blows up, 'til there's no us
Why'd I have to break what I love so much?
It's on your face, and I'm to blame, I need to say

Hey, it's all me, in my head
I'm the one who burned us down
But it's not what I meant
Sorry that I hurt you
I don't wanna do, I don't wanna do this to you
I don't wanna lose, I don't wanna lose this with you
I need to say, hey, it's all me, just don't go
Meet me in the afterglow

It's so excruciating to see you low
Just want to lift you up and not let you go
This ultraviolet morning light below
Tells me this love is worth the fight, oh

I lived like an island, punished you with silence
Went off like sirens, just crying
Why'd I have to break what I love so much?
It's on your face, don't walk away, I need to say

Hey, it's all me, in my head
I'm the one who burned us down
But it's not what I meant
Sorry that I hurt you
I don't wanna do, I don't wanna do this to you
I don't wanna lose, I don't wanna lose this with you
I need to say, hey, it's all me, just don't go
Meet me in the afterglow

Tell me that you're still mine
Tell me that we'll be just fine
Even when I lose my mind
I need to say
Tell me that it's not my fault
Tell me that I'm all you want
Even when I break your heart

I need to say, hey, it's all me, in my head
I'm the one who burned us down
But it's not what I meant
Sorry that I hurt you
I don't wanna do, I don't wanna do this to you
I don't wanna lose, I don't wanna lose this with you
I need to say, hey, it's all me, just don't go
Meet me in the afterglow

Meet me in the afterglow",384,1780,negative,0.4434,-0.4434,-0.5336,-0.1021,,"[{'window_index': 0, 'negative': 0.7953, 'neutral': 0.1864, 'positive': 0.0183, 'signed_score': -0.777, 'weight': 21.8174}, {'window_index': 1, 'negative': 0.7287, 'neutral': 0.2466, 'positive': 0.0246, 'signed_score': -0.7041, 'weight': 9.3274}, {'window_index': 2, 'negative': 0.3157, 'neutral': 0.4761, 'positive': 0.2083, 'signed_score': -0.1074, 'weight': 16.1889}]","{'positive': 0, 'negative': 2, 'mixed': 1}",0.0545,0.4689,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negative
ME!,Lover,2019,"(Taylor Swift featuring Brendon Urie of Panic! At The Disco)
I promise that you'll never find another like me
I know that I'm a handful, baby, uh
I know I never think before I jump
And you're the kind of guy the ladies want
(And there's a lot of cool chicks out there)
I know that I went psycho on the phone
I never leave well enough alone
And trouble's gonna follow where I go
(And there's a lot of cool chicks out there)

But one of these things is not like the others
Like a rainbow with all of the colors
Baby doll, when it comes to a lover
I promise that you'll never find another like

Me-e-e, ooh-ooh-ooh-ooh
I'm the only one of me
Baby, that's the fun of me
Eeh-eeh-eeh, ooh-ooh-ooh-ooh
You're the only one of you
Baby, that's the fun of you
And I promise that nobody's gonna love you like me-e-e

I know I tend to make it about me
I know you never get just what you see
But I will never bore you, baby
(And there's a lot of lame guys out there)
And when we had that fight out in the rain
You ran after me and called my name
I never wanna see you walk away
(And there's a lot of lame guys out there)

'Cause one of these things is not like the others
Living in winter, I am your summer
Baby doll, when it comes to a lover
I promise that you'll never find another like

Me-e-e, ooh-ooh-ooh-ooh
I'm the only one of me
Let me keep you company
Eeh-eeh-eeh, ooh-ooh-ooh-ooh
You're the only one of you
Baby, that's the fun of you
And I promise that nobody's gonna love you like me-e-e

Hey, kids! Spelling is fun!
Girl, there ain't no I in ""team""
But you know there is a ""me""
Strike the band up, 1, 2, 3
I promise that you'll never find another like me
Girl, there ain't no I in ""team""
But you know there is a ""me""
And you can't spell ""awesome"" without ""me""
I promise that you'll never find another like

Me-e-e, ooh-ooh-ooh-ooh (and I want you, and I want you, baby)
I'm the only one of me (I'm the only one of me)
Baby, that's the fun of me (baby, that's the fun of me)
Eeh-eeh-eeh, ooh-ooh-ooh-ooh (you're the only one of you)
You're the only one of you (you're the only one of you)
Baby, that's the fun of you (baby, that's the fun of you)
And I promise that nobody's gonna love you like me-e-e

Girl, there ain't no I in ""team""
But you know there is a ""me""
I'm the only one of me
Baby, that's the fun of me
Strike the band up, 1, 2, 3
You can't spell ""awesome"" without ""me""
I promise that you'll never find another like me
Me!
(Me-e-e, ooh-ooh-ooh-ooh)
I'm the only one of me
Baby, that's the fun of me
(eeh-eeh-eeh, ooh-ooh-ooh-ooh)
You're the only one of you
Baby, that's the fun of you
And I promise that nobody's gonna love you like me-e-e",522,2650,positive,0.7446,0.7446,0.6429,0.35,0.88,"[{'window_index': 0, 'negative': 0.0523, 'neutral': 0.4934, 'positive': 0.4543, 'signed_score': 0.402, 'weight': 21.4709}, {'window_index': 1, 'negative': 0.0166, 'neutral': 0.1214, 'positive': 0.8621, 'signed_score': 0.8455, 'weight': 25.5406}]","{'positive': 2, 'negative': 0, 'mixed': 0}",0.2111,0.6389,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,10,positive
